event_id,race_id,attacker,target,event_start_time,event_start_lap,event_type,reason,gap_at_start_m,duration_s,cum_distance_diff_at_start_m,lapped_at_start,max_gap_jump_m,swap_by_distance,swap_by_driver_ahead,swap_time,swap_delay_s,swap_distance_delay_any_s,swap_ahead_delay_any_s,actual_swap_delay_s,pass_after_horizon,target_speed_at_start_kmh,closing_speed_at_start_kmh,green_at_start,target_retires_in_window,horizon_end,horizon_s_effective,audit_horizon_s,either_in_box_lap_at_start,either_pit_in_window,target_pit_before_outcome
monaco_2026_R_00300,monaco_2026_R,COL,SAI,2026-06-07 13:26:09.006,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",97.87194444444435,4.479,-97.18138888888643,False,4.133333333333326,False,False,,,,,,False,144.0,71.80000000000041,True,False,2026-06-07 13:26:39.006,30.0,120.0,False,False,False
monaco_2026_R_00301,monaco_2026_R,HAM,ANT,2026-06-07 13:26:14.486,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",98.7433333333297,4.239,-98.89027777776937,False,8.088888888888505,False,False,,,,,,False,58.0,100.89210675752646,True,False,2026-06-07 13:26:44.486,30.0,120.0,False,False,False
monaco_2026_R_00302,monaco_2026_R,SAI,ALB,2026-06-07 13:26:14.806,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",94.61250000000041,12.96,-94.59277777777606,False,8.5,False,False,,,,,,False,95.0,106.47846889952152,True,False,2026-06-07 13:26:44.806,30.0,120.0,False,False,False
monaco_2026_R_00303,monaco_2026_R,LIN,COL,2026-06-07 13:26:19.045,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",92.43388888888865,16.961,-93.15000000000146,False,12.399999999999977,False,False,,,,,,False,79.0,65.85714285714317,True,False,2026-06-07 13:26:49.045,30.0,120.0,False,False,False
monaco_2026_R_00304,monaco_2026_R,PER,STR,2026-06-07 13:26:20.366,17,INVALID,no causal target sample at t0,96.91888888888525,12.639,,False,9.5,False,False,,,,,,False,,91.47418101054933,True,False,2026-06-07 13:26:50.366,30.0,120.0,False,False,False
monaco_2026_R_00305,monaco_2026_R,ALB,LAW,2026-06-07 13:26:35.686,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",95.45027777777773,10.519,-95.63277777777694,False,18.556666666666388,False,False,,,,,,False,113.0,112.34782608695741,True,False,2026-06-07 13:27:05.686,30.0,120.0,False,False,False
monaco_2026_R_00306,monaco_2026_R,COL,SAI,2026-06-07 13:26:42.206,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",98.27388888888936,4.36,-97.58333333333576,False,10.930277777778429,False,False,,,,,,False,86.0,157.10869565217294,True,False,2026-06-07 13:27:12.206,30.0,120.0,False,False,False
monaco_2026_R_00307,monaco_2026_R,BEA,BOR,2026-06-07 13:26:49.246,17,INVALID,no causal target sample at t0,96.42111111111444,3.159,,False,4.588888888888505,False,False,,,,,,False,,108.9130434782588,True,False,2026-06-07 13:27:19.246,30.0,120.0,False,False,False
monaco_2026_R_00308,monaco_2026_R,HAM,ANT,2026-06-07 13:26:50.725,19,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",99.32055555555553,9.721,-99.30222222222073,False,16.888888888888914,False,False,,,,,,False,54.0,2.8943338437975217,True,False,2026-06-07 13:27:20.725,30.0,120.0,False,False,False
monaco_2026_R_00309,monaco_2026_R,PER,STR,2026-06-07 13:26:51.405,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",99.94611111111158,4.841,-101.20305555555387,False,6.477777777777874,False,False,,,93.921,,,False,139.0,73.30973922299032,True,False,2026-06-07 13:27:21.405,30.0,120.0,False,False,False
