event_id,race_id,circuit,event_start_time,p_hat,EstimatedEnergyIndex,LookaheadDeployProxy,LookaheadHarvestProxy,LookaheadCoveredM,lookahead_truncated,zone_type,strategy_action,strategy_reason_code,strategy_reason,strategy_deploy_share,strategy_lookahead_usable,strategy_spend_compatible,strategy_ablation,split,overtake_success_analysis_only
australia_2026_R_00020,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:22.412,0.188584096623313,1.0,9397.852764000138,44055.31537946506,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.17581470080083647,True,False,B,development_ablation_B,0.0
australia_2026_R_00021,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:22.412,0.3674426423720672,0.9949860825630285,11285.997245832106,12407.899298762506,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.47632508332222073,True,True,B,development_ablation_B,0.0
australia_2026_R_00022,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:23.452,0.628909380918435,1.0,12574.71298755363,4338.163596925031,400.0,False,corner,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.7434993642118654,True,True,B,development_ablation_B,1.0
australia_2026_R_00023,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:24.052,0.1629046697174236,0.9998532811222288,15475.297895655993,355.4597524123595,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9775462577145995,True,True,B,development_ablation_B,0.0
australia_2026_R_00024,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:27.612,0.2690980713179656,0.996753983465512,20977.497154242585,149.2160327119858,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9929370919465067,True,True,B,development_ablation_B,0.0
australia_2026_R_00025,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:34.972,0.255700999457952,0.98667937075344,20173.43060523446,35686.17597853109,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.36114523246745267,True,False,B,development_ablation_B,0.0
australia_2026_R_00026,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:34.972,0.2475549438525251,0.9492863294978278,18885.35272445228,46982.45851619145,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.2867159598708371,True,True,B,development_ablation_B,0.0
australia_2026_R_00027,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:43.452,0.7491096288722714,0.8784921762377028,27222.92534881646,49495.15327806501,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.3548436800824381,True,True,B,development_ablation_B,0.0
australia_2026_R_00028,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:43.892,0.3422109662573899,0.9719233920559116,33028.4297804985,486.0340308173263,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9854977828810372,True,True,B,development_ablation_B,0.0
australia_2026_R_00029,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:43.892,0.1030938541490106,0.986999555799478,32095.498081453217,362.3802445547345,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9888353686918481,True,True,B,development_ablation_B,0.0
australia_2026_R_00030,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:49.052,0.6490144076223864,0.9619738458066992,33375.17958748221,561.2371077207505,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.9834620987607073,True,True,B,development_ablation_B,0.0
australia_2026_R_00031,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:52.412,0.1857304272478301,0.9177677876103408,17878.979005440862,40703.79104013306,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.3051917652840942,True,False,B,development_ablation_B,0.0
australia_2026_R_00032,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:53.212,0.1760038112252034,0.939441661655915,26016.40376834916,59091.6074533889,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.30568689592060544,True,True,B,development_ablation_B,0.0
australia_2026_R_00033,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:53.812,0.3365615255022654,0.9361028008739312,18350.86859667068,36101.61091357899,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.3370070336873543,True,False,B,development_ablation_B,0.0
australia_2026_R_00034,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:54.412,0.5859529534851644,0.9240608970942152,15733.82178314184,72063.50722336548,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.17920615537148846,True,True,B,development_ablation_B,0.0
australia_2026_R_00035,australia_2026_R,Australian Grand Prix,2026-03-08 04:05:58.132,0.4448112759811259,0.9368025640107744,28368.36790620584,1291.7542670491134,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9564481137500536,True,True,B,development_ablation_B,0.0
australia_2026_R_00036,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:00.132,0.7656759292059812,0.9008966255732268,22043.389647643467,63080.42531779012,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.2589567873173292,True,True,B,development_ablation_B,1.0
australia_2026_R_00037,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:01.932,0.0623430646460769,0.8575053794213555,8937.607676797452,76014.07181053246,400.00000000000045,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.10520813397374267,True,False,B,development_ablation_B,0.0
australia_2026_R_00038,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:04.572,0.2418001692335545,0.9438614293659544,9286.771133492632,59415.5051698149,400.00000000000045,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.13517414026419294,True,False,B,development_ablation_B,0.0
australia_2026_R_00039,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:05.852,0.5579550536541592,0.9908931619684882,9176.319387896028,64666.1710820532,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.12426882313280592,True,False,B,development_ablation_B,1.0
australia_2026_R_00040,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:06.172,0.041908676299154,0.9435443204213392,10198.428738258792,89577.70943246297,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.10221310350585819,True,True,B,development_ablation_B,1.0
australia_2026_R_00041,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:06.172,0.2675526969474817,0.948407069782896,22359.56503478987,59991.71003813157,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.27151449707355035,True,True,B,development_ablation_B,0.0
australia_2026_R_00042,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:08.892,0.5335739248394379,0.9509701080628484,11759.098752182925,21940.800295558445,399.9999999999996,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.34893572635111625,True,False,B,development_ablation_B,0.0
australia_2026_R_00043,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:10.652,0.0558417382321128,0.9289990187518428,10715.455585674716,89107.76178730429,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.10734432196908197,True,True,B,development_ablation_B,1.0
australia_2026_R_00044,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:11.732,0.3154247868649422,0.9761121715004104,10555.2577328131,46974.10895017565,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.183475993938488,True,False,B,development_ablation_B,0.0
australia_2026_R_00045,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:11.732,0.4978179173640648,0.9922599916079922,11457.134761153588,45507.588894234665,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.20112683825983707,True,True,B,development_ablation_B,1.0
australia_2026_R_00046,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:12.692,0.3830016853017451,1.0,12006.030342157552,18205.145955138647,399.9999999999996,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.3974036040176315,True,False,B,development_ablation_B,0.0
australia_2026_R_00047,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:12.692,0.2193220853194135,0.980929617022732,12403.292658692704,18907.138735534525,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.3961393090540275,True,False,B,development_ablation_B,0.0
australia_2026_R_00049,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:13.852,0.633022981879618,0.998147639080036,9091.13029754179,43443.16945593705,400.0,False,corner,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.1730513272319723,True,False,B,development_ablation_B,1.0
australia_2026_R_00050,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:14.412,0.3834439763736076,0.9614835751878792,8869.131462501084,43819.61470468444,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.16833066086557902,True,False,B,development_ablation_B,0.0
australia_2026_R_00053,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:20.452,0.5923549460701237,0.9599992990915678,15780.911559654724,10261.302213433772,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.6059742730459575,True,True,B,development_ablation_B,1.0
australia_2026_R_00054,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:22.332,0.4940174702222122,0.9558239376754912,16734.680195151614,4436.896532426201,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.7904314548926932,True,True,B,development_ablation_B,1.0
australia_2026_R_00055,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:22.332,0.1814082327376007,0.977898633722781,12753.073682458651,28751.484713430866,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.3072692295823024,True,False,B,development_ablation_B,0.0
australia_2026_R_00056,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:24.852,0.5486996465427538,0.9970833147023356,21782.190625620537,191.8163955615285,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.9912707593395859,True,True,B,development_ablation_B,0.0
australia_2026_R_00060,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:26.852,0.6462568385654253,0.9960773575120956,27792.60131091315,95.91419059177096,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.996560799710311,True,True,B,development_ablation_B,0.0
australia_2026_R_00062,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:28.093,0.2623789225751479,0.9934469917785128,20764.27402016672,217.71038813608104,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9896239371882323,True,True,B,development_ablation_B,0.0
australia_2026_R_00063,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:28.093,0.358771568276701,1.0,19361.434139173583,1524.0467340199943,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.92702841063257,True,True,B,development_ablation_B,1.0
australia_2026_R_00065,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:30.172,0.1533943920965317,0.9675842274848728,25219.469639544663,87.03413511281694,362.9666666666699,True,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9965607997103111,False,True,B,development_ablation_B,0.0
australia_2026_R_00066,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:31.772,0.0218035626340478,0.9016133224077992,17072.082638110496,55102.85175653132,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.2365375567196623,True,False,B,development_ablation_B,0.0
australia_2026_R_00067,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:32.252,0.2499014898612426,0.9515133145765172,16262.701260516073,99519.97197602528,400.00000000000006,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.14045885110366857,True,True,B,development_ablation_B,0.0
australia_2026_R_00068,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:32.812,0.5837775975189757,0.9217588722097728,16218.735560696055,99516.3876473112,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.14013667684568504,True,True,B,development_ablation_B,0.0
australia_2026_R_00069,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:33.212,0.2545386169723694,0.960829479011468,16276.141012356788,99521.06765944736,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.14055728284856248,True,True,B,development_ablation_B,0.0
australia_2026_R_00070,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:39.132,0.1637336453419928,0.9187701947391288,16085.61666561412,99505.5350535851,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.13915958467729642,True,True,B,development_ablation_B,1.0
australia_2026_R_00071,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:39.612,0.0262676057473786,0.9601959251313148,16291.898097153013,64501.86767957379,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.20164796058863746,True,False,B,development_ablation_B,0.0
australia_2026_R_00072,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:40.933,0.0391144957338747,0.8836217297679563,7301.791257602602,73570.51244631747,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.09028790974392222,True,False,B,development_ablation_B,0.0
australia_2026_R_00073,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:45.812,0.1788594249285678,0.9955256819482996,26317.50871568196,2195.592735327756,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9229970566653315,True,True,B,development_ablation_B,0.0
australia_2026_R_00074,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:47.413,0.5124773399627849,0.9665689570740764,22758.019537876586,42567.23233650055,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.34838012690163206,True,True,B,development_ablation_B,1.0
australia_2026_R_00075,australia_2026_R,Australian Grand Prix,2026-03-08 04:06:54.693,0.1474369401833692,0.976327631550856,10440.00094690144,27078.79535143421,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.27826055142831335,True,False,B,development_ablation_B,0.0
australia_2026_R_00076,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:10.492,0.3409377410738452,0.9324931942316806,33375.17958748221,561.2371077207505,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9834620987607073,True,True,B,development_ablation_B,0.0
australia_2026_R_00077,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:14.013,0.456882318984088,0.9523414255628851,33375.17958748221,561.2371077207505,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.9834620987607073,True,True,B,development_ablation_B,1.0
australia_2026_R_00078,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:14.013,0.4505278878441601,0.957785353813558,33375.17958748221,561.2371077207505,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.9834620987607073,True,True,B,development_ablation_B,0.0
australia_2026_R_00079,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:14.573,0.7009199256353125,0.9524703365361368,22161.774675558503,6458.426671772487,400.0,False,corner,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.7743402782742905,True,True,B,development_ablation_B,0.0
australia_2026_R_00080,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:16.332,0.4246189364329394,0.857548096578089,21636.970016742136,7608.201410989183,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.7398476042518659,True,True,B,development_ablation_B,0.0
australia_2026_R_00081,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:16.332,0.637018860595271,0.9289778207724132,33375.17958748221,561.2371077207505,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.9834620987607073,True,True,B,development_ablation_B,0.0
australia_2026_R_00082,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:20.533,0.279002306717848,0.92768986209638,16716.233273180995,52043.65824783315,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.24311023335562187,True,False,B,development_ablation_B,0.0
australia_2026_R_00083,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:20.533,0.7001047430571762,0.9180834861417254,20011.823974116545,19902.87296461699,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.5013647981552608,True,True,B,development_ablation_B,1.0
australia_2026_R_00084,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:21.933,0.0818001175059581,0.9362563934001452,16364.2478268381,55476.45366460392,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.22778518983124743,True,False,B,development_ablation_B,0.0
australia_2026_R_00085,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:23.252,0.821498876057816,0.922128968790839,27233.503071160467,1223.5705314620857,400.0,False,corner,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.9570029389336322,True,True,B,development_ablation_B,1.0
australia_2026_R_00086,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:23.892,0.7797892636484529,0.94822425495554,28368.36790620584,1291.7542670491134,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.9564481137500536,True,True,B,development_ablation_B,0.0
australia_2026_R_00087,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:24.532,0.2905815634081237,0.9383810423448192,22966.987094911,4694.317142784835,400.0,False,corner,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.830292993329375,True,True,B,development_ablation_B,0.0
australia_2026_R_00088,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:24.532,0.4563450169771535,0.9553670592775778,19092.765117563125,28866.14421147908,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.39810674147256364,True,False,B,development_ablation_B,1.0
australia_2026_R_00089,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:26.492,0.0652404567988119,0.9133380149910793,14662.645716505773,72219.79680387153,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.16876419781898755,True,True,B,development_ablation_B,0.0
australia_2026_R_00090,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:27.893,0.2755437314018338,0.9123968705402972,15487.517940996064,72099.44410187217,400.0,False,straight,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.1768244677034912,True,True,B,development_ablation_B,1.0
australia_2026_R_00091,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:28.253,0.0775707141696087,0.9413782898434306,15891.980941256905,60082.31341579491,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.2091757623515438,True,False,B,development_ablation_B,0.0
australia_2026_R_00092,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:30.412,0.5401179464936534,0.9213539908337224,21766.78971245465,65782.52826729849,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.24862317850938018,True,True,B,development_ablation_B,0.0
australia_2026_R_00093,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:33.132,0.6164957355467612,0.9673595047923712,28368.36790620584,1291.7542670491134,400.0,False,straight,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.9564481137500536,True,True,B,development_ablation_B,1.0
australia_2026_R_00094,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:43.252,0.4797003557772441,0.989088915154954,9435.587020599878,46128.92438649246,400.0,False,brake,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.16981319157960786,True,False,B,development_ablation_B,0.0
australia_2026_R_00096,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:44.212,0.2022793215791073,0.9856222267698458,15570.13968092998,11548.42875770463,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.5741505019397668,True,True,B,development_ablation_B,0.0
australia_2026_R_00098,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:48.173,0.2713857343706162,0.9606473534023188,25241.526157137807,103.8170367868884,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9959039009259983,True,True,B,development_ablation_B,1.0
australia_2026_R_00099,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:49.053,0.5716485993901623,0.977709455040434,26313.15177575867,97.67160871653834,400.0,False,corner,ATTACK,attack,High overtake probability with sufficient energy for the immediate deployment window.,0.9963018340134768,True,True,B,development_ablation_B,1.0
australia_2026_R_00100,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:49.532,0.2764866443296076,0.956340296637568,14558.464245067837,17726.455520873955,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.45093698081374645,True,True,B,development_ablation_B,0.0
australia_2026_R_00102,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:53.533,0.3502172568018346,0.9756371719702563,14139.287049062725,20286.256662257736,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.4107208056793356,True,True,B,development_ablation_B,0.0
australia_2026_R_00103,australia_2026_R,Australian Grand Prix,2026-03-08 04:07:53.533,0.359841972373569,0.9985257388770884,22550.290144444032,172.27730647469136,400.0,False,brake,SAVE,p_hat_below_gate,Overtake probability below the strategic opportunity threshold.,0.9924182288446579,True,True,B,development_ablation_B,0.0
