Driver,DriverNumber,LapNumber,Position,LapTimeSeconds,LapTimeDelta,PositionChange
VER,3,30,6.0,83.39,-0.04899999999999238,0.0
VER,3,31,6.0,83.51,0.12000000000000455,0.0
VER,3,32,6.0,83.587,0.07699999999999818,0.0
VER,3,33,6.0,83.93,0.3430000000000035,0.0
VER,3,34,5.0,98.216,14.285999999999987,-1.0
VER,3,35,5.0,84.556,-13.659999999999997,0.0
VER,3,36,5.0,83.967,-0.5889999999999986,0.0
VER,3,37,5.0,83.675,-0.2920000000000016,0.0
VER,3,38,5.0,83.912,0.23700000000000898,0.0
VER,3,39,5.0,83.715,-0.19700000000000273,0.0
VER,3,40,5.0,84.595,0.8799999999999955,0.0
VER,3,41,5.0,98.866,14.271,0.0
VER,3,42,6.0,87.991,-10.875,1.0
VER,3,43,6.0,82.091,-5.900000000000006,0.0
VER,3,44,6.0,82.52,0.42900000000000205,0.0
VER,3,45,6.0,82.453,-0.06699999999999307,0.0
VER,3,46,6.0,82.81,0.3569999999999993,0.0
VER,3,47,6.0,82.489,-0.32099999999999795,0.0
VER,3,48,6.0,82.906,0.4170000000000016,0.0
VER,3,49,6.0,82.939,0.03299999999998704,0.0
VER,3,50,6.0,82.738,-0.2009999999999934,0.0
VER,3,51,6.0,82.69,-0.04800000000000182,0.0
VER,3,52,6.0,82.683,-0.006999999999990791,0.0
VER,3,53,6.0,83.109,0.4259999999999877,0.0
VER,3,54,6.0,83.09,-0.018999999999991246,0.0
VER,3,55,6.0,83.211,0.12099999999999511,0.0
VER,3,56,6.0,83.109,-0.10200000000000387,0.0
VER,3,57,6.0,83.469,0.35999999999999943,0.0
VER,3,58,6.0,83.533,0.06400000000000716,0.0
