event_id,attacker,target,event_start_time,event_start_lap,event_type,reason,gap_at_start_m,duration_s,cum_distance_diff_at_start_m,lapped_at_start,max_gap_jump_m,swap_by_distance,swap_by_driver_ahead,swap_time,swap_delay_s,target_speed_at_start_kmh,closing_speed_at_start_kmh,green_at_start,target_retires_in_window,horizon_end,either_in_box_lap_at_start,either_pit_in_window,target_pit_before_outcome
australian_gp_2026_R_00022,ALB,BEA,2026-03-08 04:05:23.452,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,11.947499999999764,20.16,-11.456666666666024,False,3.266666666666879,True,True,2026-03-08 04:05:43.452,20.0,122.0,-27.307692307692392,True,False,2026-03-08 04:06:13.612,False,False,False
australian_gp_2026_R_00023,BOR,GAS,2026-03-08 04:05:24.052,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",17.565277777777283,39.0,-17.98888888888905,False,3.6444444444441615,False,False,,,96.0,,True,False,2026-03-08 04:06:33.052,False,False,False
australian_gp_2026_R_00024,ALO,BOR,2026-03-08 04:05:27.612,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,10.63222222222339,41.12,-10.786388888890542,False,5.677777777777919,True,True,2026-03-08 04:06:32.612,65.0,147.0,-11.5600000000004,True,False,2026-03-08 04:06:38.732,False,False,False
australian_gp_2026_R_00025,COL,BOT,2026-03-08 04:05:34.972,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,59.64999999999986,30.88,-60.44999999999982,False,11.933333333333167,True,True,2026-03-08 04:06:06.172,31.2,196.0,,True,False,2026-03-08 04:06:35.852,False,False,False
australian_gp_2026_R_00026,VER,SAI,2026-03-08 04:05:34.972,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,40.18694444444509,47.2,-40.08472222222281,False,18.37777777777796,True,True,2026-03-08 04:06:22.332,47.36,218.0,,True,False,2026-03-08 04:06:52.172,False,False,False
australian_gp_2026_R_00027,LEC,RUS,2026-03-08 04:05:43.452,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,10.242222222220336,90.321,-10.109444444442488,False,62.10611111110883,True,True,2026-03-08 04:07:14.013,90.561,334.0,-17.857142857143185,True,False,2026-03-08 04:07:43.773,False,False,False
australian_gp_2026_R_00028,ALB,ALO,2026-03-08 04:05:43.892,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",66.00472222222197,6.76,-65.49638888888876,False,1.199999999999818,False,False,,,264.0,,True,False,2026-03-08 04:06:20.652,False,False,False
australian_gp_2026_R_00029,BOT,VER,2026-03-08 04:05:49.052,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",10.82055555555644,16.8,-10.032500000001164,False,6.0,False,False,,,314.0,-7.738586956520523,True,False,2026-03-08 04:06:35.852,False,False,False
australian_gp_2026_R_00030,LIN,HAM,2026-03-08 04:05:52.412,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",94.18916666666746,28.04,-94.10527777777861,False,18.211111111110768,False,False,,,214.0,74.28571428571327,True,False,2026-03-08 04:06:50.452,False,False,False
australian_gp_2026_R_00031,ANT,HAD,2026-03-08 04:05:53.812,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",42.35638888888752,4.0,-42.22527777777577,False,2.599999999999909,False,False,,,184.0,,True,False,2026-03-08 04:06:27.812,False,False,False
australian_gp_2026_R_00032,HAD,LIN,2026-03-08 04:06:00.132,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,99.56750000000147,4.04,-99.61916666666912,False,2.4444444444443434,True,True,2026-03-08 04:06:25.372,25.24,269.0,10.220000000001049,True,False,2026-03-08 04:06:34.172,False,False,False
australian_gp_2026_R_00033,HAM,LEC,2026-03-08 04:06:01.932,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",93.59583333333512,21.64,-93.72861111111342,False,17.444444444444343,False,False,,,105.0,138.4433333333336,True,False,2026-03-08 04:06:53.572,False,False,False
australian_gp_2026_R_00034,NOR,LIN,2026-03-08 04:06:04.572,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",79.34833333333381,5.16,-79.9655555555546,False,3.4444444444443434,False,False,,,233.0,,True,False,2026-03-08 04:06:39.732,False,False,False
australian_gp_2026_R_00035,ANT,OCO,2026-03-08 04:06:05.852,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,12.9950000000008,5.68,-12.831666666666933,False,16.13333333333276,True,True,2026-03-08 04:06:26.692,20.84,253.0,-75.00000000000001,True,False,2026-03-08 04:06:41.532,False,False,False
australian_gp_2026_R_00036,BOR,ANT,2026-03-08 04:06:06.172,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,96.77666666666572,12.0,-96.78583333333154,False,12.755555555555475,True,True,2026-03-08 04:06:18.612,12.44,143.0,,True,False,2026-03-08 04:06:48.172,False,False,False
australian_gp_2026_R_00037,COL,VER,2026-03-08 04:06:06.172,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",94.71194444444744,6.36,-94.72388888889327,False,4.977777777777639,False,False,,,283.0,,True,False,2026-03-08 04:06:42.532,False,False,False
australian_gp_2026_R_00038,BEA,BOR,2026-03-08 04:06:08.892,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",18.85000000000537,4.68,-18.986666666671226,False,2.4888888888890524,False,False,,,153.0,,True,False,2026-03-08 04:06:43.572,False,False,False
australian_gp_2026_R_00039,PER,BOT,2026-03-08 04:06:10.652,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,94.94166666666388,13.72,-95.58583333333081,False,10.311111111111131,True,True,2026-03-08 04:06:24.532,13.88,212.0,,True,False,2026-03-08 04:06:54.372,False,False,False
australian_gp_2026_R_00040,ANT,GAS,2026-03-08 04:06:11.732,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,29.692500000001928,5.08,-30.106944444445617,False,3.6666666666660603,True,True,2026-03-08 04:06:30.172,18.44,153.0,,True,False,2026-03-08 04:06:46.812,False,False,False
australian_gp_2026_R_00041,OCO,NOR,2026-03-08 04:06:11.732,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",57.24888888888563,5.08,-56.7155555555546,False,2.296388888889851,False,False,,,218.0,,True,False,2026-03-08 04:06:46.812,False,False,False
australian_gp_2026_R_00042,LAW,VER,2026-03-08 04:06:12.692,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",45.85055555555618,9.48,-45.67416666666759,False,5.883611111112259,False,False,,,105.0,,True,False,2026-03-08 04:06:52.172,False,False,False
australian_gp_2026_R_00043,BOT,COL,2026-03-08 04:06:12.692,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",22.90750000000162,11.68,-22.10750000000189,False,6.300000000000182,False,False,,,112.0,,True,False,2026-03-08 04:06:54.372,False,False,False
australian_gp_2026_R_00044,ALB,BEA,2026-03-08 04:06:13.852,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",34.163888888883776,5.6,-33.6730555555514,False,1.6000000000003602,False,False,,,168.0,,True,False,2026-03-08 04:06:49.452,False,False,False
australian_gp_2026_R_00045,NOR,HAD,2026-03-08 04:06:13.852,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,12.576944444443145,11.24,-13.142499999998108,False,7.777777777777374,True,True,2026-03-08 04:06:18.172,4.32,207.0,-37.10344827586126,True,False,2026-03-08 04:06:55.092,False,False,False
australian_gp_2026_R_00046,GAS,NOR,2026-03-08 04:06:14.412,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",47.54555555555089,15.44,-46.43444444443958,False,18.377777777777737,False,False,,,170.0,,True,False,2026-03-08 04:06:59.852,False,False,False
australian_gp_2026_R_00047,OCO,GAS,2026-03-08 04:06:18.172,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,10.894166666668752,8.2,-11.471944444445398,False,5.699999999999811,True,True,2026-03-08 04:06:31.172,13.0,162.0,-34.279999999998836,True,False,2026-03-08 04:06:56.372,False,False,False
australian_gp_2026_R_00048,BOR,OCO,2026-03-08 04:06:18.612,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",46.666944444446926,5.76,-46.512777777777956,False,9.111111111111313,False,False,,,119.0,,True,False,2026-03-08 04:06:54.372,False,False,False
australian_gp_2026_R_00049,ALO,BEA,2026-03-08 04:06:20.452,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,12.228055555558058,4.08,-12.245555555558894,False,5.900000000000546,True,True,2026-03-08 04:06:24.852,4.4,153.0,-59.000000000005464,True,False,2026-03-08 04:06:54.532,False,False,False
australian_gp_2026_R_00050,LAW,SAI,2026-03-08 04:06:22.332,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",74.83277777777857,3.68,-74.5541666666686,False,10.5,False,False,,,96.0,,True,False,2026-03-08 04:06:56.012,False,False,False
australian_gp_2026_R_00051,VER,ALB,2026-03-08 04:06:22.332,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,10.760277777776537,3.68,-11.256666666664387,False,5.411111111110586,True,True,2026-03-08 04:06:22.972,0.64,89.0,,True,False,2026-03-08 04:06:56.012,False,False,False
australian_gp_2026_R_00052,BEA,ALO,2026-03-08 04:06:25.372,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",11.351666666663732,8.24,-11.334166666661986,False,9.288888888890142,False,False,,,156.0,-56.53846153845734,True,False,2026-03-08 04:07:03.612,False,False,False
australian_gp_2026_R_00053,SAI,ALB,2026-03-08 04:06:26.372,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",24.034722222219894,23.08,-24.633333333331393,False,13.644722222225319,False,False,,,154.0,,True,False,2026-03-08 04:07:19.452,False,False,False
australian_gp_2026_R_00054,LIN,HAD,2026-03-08 04:06:26.692,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",11.20444444444638,3.16,-11.152777777781012,False,3.266666666666424,False,False,,,288.0,-28.57575757575598,True,False,2026-03-08 04:06:59.852,False,False,False
australian_gp_2026_R_00055,OCO,ANT,2026-03-08 04:06:26.852,2,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",10.129722222219243,53.521,-10.29305555555402,False,9.333333333333314,False,False,,,245.0,-104.00000000002137,True,False,2026-03-08 04:07:50.373,False,False,False
australian_gp_2026_R_00056,BOT,STR,2026-03-08 04:06:28.093,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,23.21805555555602,7.639,-22.462499999997817,False,8.075833333333321,True,True,2026-03-08 04:06:36.052,7.959,91.0,,True,False,2026-03-08 04:07:05.732,False,False,False
australian_gp_2026_R_00057,ANT,NOR,2026-03-08 04:06:30.172,2,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,98.59638888889005,50.201,-97.89972222222423,False,72.98277777778021,True,True,2026-03-08 04:07:20.533,50.361,304.0,,True,False,2026-03-08 04:07:50.373,False,False,False
australian_gp_2026_R_00058,HAD,HAM,2026-03-08 04:06:31.772,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",95.95666666666664,3.001,-96.5575000000008,False,15.17277777777781,False,False,,,156.0,124.97916666666661,True,False,2026-03-08 04:07:04.773,False,False,False
australian_gp_2026_R_00059,GAS,OCO,2026-03-08 04:06:32.252,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,65.98361111111112,49.361,-66.2113888888889,False,18.598888888888865,True,True,2026-03-08 04:07:21.933,49.681,277.0,,True,False,2026-03-08 04:07:51.613,False,False,False
australian_gp_2026_R_00060,ALO,GAS,2026-03-08 04:06:32.812,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",38.34972222222222,40.961,-38.35499999999956,False,8.600000000000023,False,False,,,296.0,,True,False,2026-03-08 04:07:43.773,False,False,False
australian_gp_2026_R_00061,BOR,ALO,2026-03-08 04:06:33.212,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,34.98027777777778,40.561,-34.90583333333416,False,6.222222222222172,True,True,2026-03-08 04:07:14.013,40.801,299.0,,True,False,2026-03-08 04:07:43.773,False,False,False
australian_gp_2026_R_00062,PER,LAW,2026-03-08 04:06:40.652,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",32.8125,5.0,-32.652777777777374,False,2.6999999999999886,False,False,,,226.0,,True,False,2026-03-08 04:07:15.652,False,False,False
australian_gp_2026_R_00063,LAW,COL,2026-03-08 04:06:45.812,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",78.62361111111107,27.28,-78.52777777777737,False,6.45555555555552,False,False,,,231.0,,True,False,2026-03-08 04:07:43.092,False,False,False
australian_gp_2026_R_00064,BOT,LAW,2026-03-08 04:06:47.413,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,14.950555555555525,32.639,-14.906388888888614,False,10.164999999999964,True,True,2026-03-08 04:06:55.493,8.08,242.0,-32.875702685821324,True,False,2026-03-08 04:07:50.052,False,False,False
australian_gp_2026_R_00065,COL,VER,2026-03-08 04:06:51.692,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",37.84277777777811,57.561,-40.020277777777665,False,9.599999999999909,False,False,,,90.0,,True,False,2026-03-08 04:08:19.253,False,False,False
australian_gp_2026_R_00066,VER,SAI,2026-03-08 04:06:53.732,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,10.160277777777765,55.521,-8.123055555555766,False,3.777777777777832,True,True,2026-03-08 04:07:49.053,55.321,95.0,-17.340909090909285,True,False,2026-03-08 04:08:19.253,False,False,False
australian_gp_2026_R_00067,STR,BOT,2026-03-08 04:06:54.693,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",38.74472222222221,10.959,-38.80722222222175,False,6.860555555555493,False,False,,,124.0,,True,False,2026-03-08 04:07:35.652,False,False,False
australian_gp_2026_R_00068,PER,BOT,2026-03-08 04:07:06.212,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,56.813888888888414,21.481,-56.69833333333372,False,3.8666666666667915,True,True,2026-03-08 04:07:27.893,21.681,215.0,,True,False,2026-03-08 04:07:57.693,False,False,False
australian_gp_2026_R_00069,STR,PER,2026-03-08 04:07:07.733,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,10.504444444446335,19.96,-10.68250000000262,False,2.3999999999996344,True,True,2026-03-08 04:07:42.812,35.079,238.0,-20.34188034188032,True,False,2026-03-08 04:07:57.693,False,False,False
australian_gp_2026_R_00070,LIN,HAD,2026-03-08 04:07:10.492,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",99.93666666666512,21.56,-99.43333333333067,False,5.777777777777828,False,False,,,303.0,6.001705514498512,True,False,2026-03-08 04:08:02.052,False,False,False
australian_gp_2026_R_00071,BOR,GAS,2026-03-08 04:07:14.013,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",66.12222222222181,7.6,-66.05305555555424,False,2.7222222222226122,False,False,,,318.0,,True,False,2026-03-08 04:07:51.613,False,False,False
australian_gp_2026_R_00072,BEA,ALO,2026-03-08 04:07:14.013,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,79.21750000000111,10.239,-79.05444444444583,False,8.088888888888505,True,True,2026-03-08 04:07:24.532,10.519,300.0,,True,False,2026-03-08 04:07:54.252,False,False,False
australian_gp_2026_R_00073,RUS,LEC,2026-03-08 04:07:14.573,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,17.640277777775736,392.96,-17.75749999999789,False,31.15111111111557,True,True,2026-03-08 04:13:47.773,393.2,292.0,-97.07142857142213,True,False,2026-03-08 04:14:17.533,False,False,False
australian_gp_2026_R_00074,ALO,BOR,2026-03-08 04:07:16.332,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",10.53611111111104,7.92,-10.610555555555038,False,3.0127777777779556,False,False,,,332.0,-15.225696418419126,True,False,2026-03-08 04:07:54.252,False,False,False
australian_gp_2026_R_00075,HAM,RUS,2026-03-08 04:07:16.332,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",95.51472222222355,3.28,-95.47583333333569,False,4.766666666666879,False,False,,,187.0,99.65036952814184,True,False,2026-03-08 04:07:49.612,False,False,False
australian_gp_2026_R_00076,OCO,NOR,2026-03-08 04:07:20.533,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",58.91166666666823,65.48,-58.72388888889145,False,63.97138888888489,False,False,,,223.0,,True,False,2026-03-08 04:08:56.013,False,False,False
australian_gp_2026_R_00077,ANT,LIN,2026-03-08 04:07:20.533,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,58.76527777777801,11.519,-58.765277777778465,False,10.488888888888596,True,True,2026-03-08 04:07:32.212,11.679,196.0,,True,False,2026-03-08 04:08:02.052,False,False,False
australian_gp_2026_R_00078,BOR,OCO,2026-03-08 04:07:21.933,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",92.98666666666486,5.0,-93.14527777777585,False,6.133333333333667,False,False,,,199.0,,True,False,2026-03-08 04:07:56.933,False,False,False
australian_gp_2026_R_00079,GAS,ANT,2026-03-08 04:07:23.252,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,51.60138888888696,10.521,-51.601388888886504,False,20.799999999999727,True,True,2026-03-08 04:07:33.933,10.681000000000001,209.0,,True,False,2026-03-08 04:08:03.773,False,False,False
australian_gp_2026_R_00080,NOR,GAS,2026-03-08 04:07:23.892,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,24.50472222222379,9.08,-24.464722222222917,False,16.13333333333412,True,True,2026-03-08 04:07:57.492,33.6,330.0,-123.75000000000256,True,False,2026-03-08 04:08:02.972,False,False,False
australian_gp_2026_R_00081,BEA,BOR,2026-03-08 04:07:24.532,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",33.97750000000087,31.68,-33.88888888888869,False,7.733333333332652,False,False,,,187.0,,True,False,2026-03-08 04:08:26.212,False,False,False
australian_gp_2026_R_00082,ALB,ALO,2026-03-08 04:07:24.532,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,68.74166666666724,18.28,-68.61472222222437,False,9.0,True,True,2026-03-08 04:07:43.252,18.72,170.0,,True,False,2026-03-08 04:08:12.812,False,False,False
australian_gp_2026_R_00083,PER,LAW,2026-03-08 04:07:28.253,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",96.73749999999836,3.799,-96.57777777777665,False,3.5,False,False,,,207.0,64.00000000000561,True,False,2026-03-08 04:08:02.052,False,False,False
australian_gp_2026_R_00084,ALO,BEA,2026-03-08 04:07:30.412,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",10.660000000001672,12.4,-10.823055555558312,False,8.888888888888687,False,False,,,285.0,-8.263730288200565,True,False,2026-03-08 04:08:12.812,False,False,False
australian_gp_2026_R_00085,BOT,PER,2026-03-08 04:07:33.132,3,ON_TRACK_PASS,race-distance ordering and target DriverAhead both show the swap,10.4650000000006,8.121,-10.580555555556202,False,5.555555555556112,True,True,2026-03-08 04:07:41.533,8.401,213.0,-7.183673469387625,True,False,2026-03-08 04:08:11.253,False,False,False
australian_gp_2026_R_00086,SAI,ALO,2026-03-08 04:07:43.252,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",19.844722222223936,6.001,-19.699166666669043,False,6.733333333332666,False,False,,,173.0,,True,False,2026-03-08 04:08:19.253,False,False,False
australian_gp_2026_R_00087,ALB,BEA,2026-03-08 04:07:43.252,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",67.14972222222241,8.24,-67.18583333333481,False,11.82222222222299,False,False,,,187.0,,True,False,2026-03-08 04:08:21.492,False,False,False
australian_gp_2026_R_00088,NOR,LIN,2026-03-08 04:07:44.212,3,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",44.30055555555555,3.761,-44.26055555555649,False,3.699999999999811,False,False,,,98.0,,True,False,2026-03-08 04:08:17.973,False,False,False
